Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
  0.00      0.44     0.00     2381     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const
  0.00      0.44     0.00     2381     0.00     0.00  double* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*)
  0.00      0.44     0.00     2381     0.00     0.00  int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*)
  0.00      0.44     0.00     2381     0.00     0.00  void std::_Destroy_aux<true>::__destroy<double*>(double*, double*)
  0.00      0.44     0.00     2381     0.00     0.00  void std::_Destroy_aux<true>::__destroy<int*>(int*, int*)
  0.00      0.44     0.00     2381     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long)
  0.00      0.44     0.00     2381     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long)
  0.00      0.44     0.00     2381     0.00     0.00  void std::_Destroy<double*>(double*, double*)
  0.00      0.44     0.00     2381     0.00     0.00  void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&)
  0.00      0.44     0.00     2381     0.00     0.00  void std::_Destroy<int*>(int*, int*)
  0.00      0.44     0.00     2381     0.00     0.00  void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&)
  0.00      0.44     0.00     2350     0.00     0.00  bool __gnu_cxx::operator!=<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&)
  0.00      0.44     0.00     2300     0.00     0.00  std::vector<double, std::allocator<double> >::begin()
  0.00      0.44     0.00     1962     0.00     0.00  stats* std::__addressof<stats>(stats&)
  0.00      0.44     0.00     1921     0.00     0.00  __gnu_cxx::new_allocator<double>::max_size() const
  0.00      0.44     0.00     1921     0.00     0.00  __gnu_cxx::new_allocator<int>::max_size() const
  0.00      0.44     0.00     1913     0.00     0.00  __gnu_cxx::new_allocator<xyLoc>::~new_allocator()
  0.00      0.44     0.00     1913     0.00     0.00  std::allocator<xyLoc>::~allocator()
  0.00      0.44     0.00     1913     0.00     0.00  std::_Vector_base<xyLoc, std::allocator<xyLoc> >::_Vector_impl::~_Vector_impl()
  0.00      0.44     0.00     1913     0.00     0.00  std::_Vector_base<xyLoc, std::allocator<xyLoc> >::~_Vector_base()
  0.00      0.44     0.00     1912     0.00     0.00  std::vector<xyLoc, std::allocator<xyLoc> >::~vector()
  0.00      0.44     0.00     1911     0.00     0.00  stats::~stats()
  0.00      0.44     0.00     1911     0.00     0.00  __gnu_cxx::new_allocator<double>::~new_allocator()
  0.00      0.44     0.00     1911     0.00     0.00  __gnu_cxx::new_allocator<int>::~new_allocator()
  0.00      0.44     0.00     1911     0.00     0.00  std::allocator<double>::~allocator()
  0.00      0.44     0.00     1911     0.00     0.00  std::allocator<int>::~allocator()
  0.00      0.44     0.00     1911     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long)
  0.00      0.44     0.00     1911     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl()
  0.00      0.44     0.00     1911     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::~_Vector_base()
  0.00      0.44     0.00     1911     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long)
  0.00      0.44     0.00     1911     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl()
  0.00      0.44     0.00     1911     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::~_Vector_base()
  0.00      0.44     0.00     1911     0.00     0.00  std::vector<double, std::allocator<double> >::~vector()
  0.00      0.44     0.00     1911     0.00     0.00  std::vector<int, std::allocator<int> >::~vector()
  0.00      0.44     0.00     1880     0.00     0.00  __gnu_cxx::__normal_iterator<stats*, std::vector<stats, std::allocator<stats> > >::base() const
  0.00      0.44     0.00     1880     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const
  0.00      0.44     0.00     1880     0.00     0.00  std::_Miter_base<double*>::iterator_type std::__miter_base<double*>(double*)
  0.00      0.44     0.00     1880     0.00     0.00  std::_Miter_base<int*>::iterator_type std::__miter_base<int*>(int*)
  0.00      0.44     0.00     1492     0.00     0.00  Experiment* std::__addressof<Experiment>(Experiment&)
  0.00      0.44     0.00     1460     0.00     0.00  std::vector<double, std::allocator<double> >::end()
  0.00      0.44     0.00     1451     0.00     0.00  std::vector<stats, std::allocator<stats> >::size() const
  0.00      0.44     0.00     1441     0.00     0.00  stats::stats(stats const&)
  0.00      0.44     0.00     1441     0.00     0.00  __gnu_cxx::new_allocator<xyLoc>::new_allocator(__gnu_cxx::new_allocator<xyLoc> const&)
  0.00      0.44     0.00     1441     0.00     0.00  __gnu_cxx::new_allocator<double>::new_allocator(__gnu_cxx::new_allocator<double> const&)
  0.00      0.44     0.00     1441     0.00     0.00  __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&)
  0.00      0.44     0.00     1441     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<xyLoc> >::_S_select_on_copy(std::allocator<xyLoc> const&)
  0.00      0.44     0.00     1441     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<double> >::_S_select_on_copy(std::allocator<double> const&)
  0.00      0.44     0.00     1441     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<int> >::_S_select_on_copy(std::allocator<int> const&)
  0.00      0.44     0.00     1441     0.00     0.00  std::vector<xyLoc, std::allocator<xyLoc> >::end() const
  0.00      0.44     0.00     1441     0.00     0.00  std::vector<xyLoc, std::allocator<xyLoc> >::begin() const
  0.00      0.44     0.00     1441     0.00     0.00  std::vector<double, std::allocator<double> >::end() const
  0.00      0.44     0.00     1441     0.00     0.00  std::vector<double, std::allocator<double> >::begin() const
  0.00      0.44     0.00     1441     0.00     0.00  std::vector<int, std::allocator<int> >::end() const
  0.00      0.44     0.00     1441     0.00     0.00  std::vector<int, std::allocator<int> >::begin() const
  0.00      0.44     0.00     1441     0.00     0.00  std::allocator<xyLoc>::allocator(std::allocator<xyLoc> const&)
  0.00      0.44     0.00     1441     0.00     0.00  std::allocator<double>::allocator(std::allocator<double> const&)
  0.00      0.44     0.00     1441     0.00     0.00  std::allocator<int>::allocator(std::allocator<int> const&)
  0.00      0.44     0.00     1441     0.00     0.00  std::_Vector_base<xyLoc, std::allocator<xyLoc> >::_Vector_impl::_Vector_impl(std::allocator<xyLoc> const&)
  0.00      0.44     0.00     1441     0.00     0.00  std::_Vector_base<xyLoc, std::allocator<xyLoc> >::_M_create_storage(unsigned long)
  0.00      0.44     0.00     1441     0.00     0.00  std::_Vector_base<xyLoc, std::allocator<xyLoc> >::_Vector_base(unsigned long, std::allocator<xyLoc> const&)
  0.00      0.44     0.00     1441     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&)
  0.00      0.44     0.00     1441     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long)
  0.00      0.44     0.00     1441     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&)
  0.00      0.44     0.00     1441     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&)
  0.00      0.44     0.00     1441     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long)
  0.00      0.44     0.00     1441     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&)
  0.00      0.44     0.00     1441     0.00     0.00  xyLoc* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<xyLoc const*, std::vector<xyLoc, std::allocator<xyLoc> > >, xyLoc*>(__gnu_cxx::__normal_iterator<xyLoc const*, std::vector<xyLoc, std::allocator<xyLoc> > >, __gnu_cxx::__normal_iterator<xyLoc const*, std::vector<xyLoc, std::allocator<xyLoc> > >, xyLoc*)
  0.00      0.44     0.00     1441     0.00     0.00  double* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*)
  0.00      0.44     0.00     1441     0.00     0.00  int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*)
  0.00      0.44     0.00     1441     0.00     0.00  std::vector<xyLoc, std::allocator<xyLoc> >::vector(std::vector<xyLoc, std::allocator<xyLoc> > const&)
  0.00      0.44     0.00     1441     0.00     0.00  std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&)
  0.00      0.44     0.00     1441     0.00     0.00  std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&)
  0.00      0.44     0.00     1441     0.00     0.00  xyLoc* std::__copy_move_a<false, xyLoc const*, xyLoc*>(xyLoc const*, xyLoc const*, xyLoc*)
  0.00      0.44     0.00     1441     0.00     0.00  double* std::__copy_move_a<false, double const*, double*>(double const*, double const*, double*)
  0.00      0.44     0.00     1441     0.00     0.00  int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*)
  0.00      0.44     0.00     1441     0.00     0.00  xyLoc* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<xyLoc const*, std::vector<xyLoc, std::allocator<xyLoc> > >, xyLoc*>(__gnu_cxx::__normal_iterator<xyLoc const*, std::vector<xyLoc, std::allocator<xyLoc> > >, __gnu_cxx::__normal_iterator<xyLoc const*, std::vector<xyLoc, std::allocator<xyLoc> > >, xyLoc*)
  0.00      0.44     0.00     1441     0.00     0.00  double* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*)
  0.00      0.44     0.00     1441     0.00     0.00  int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*)
  0.00      0.44     0.00     1441     0.00     0.00  xyLoc* std::uninitialized_copy<__gnu_cxx::__normal_iterator<xyLoc const*, std::vector<xyLoc, std::allocator<xyLoc> > >, xyLoc*>(__gnu_cxx::__normal_iterator<xyLoc const*, std::vector<xyLoc, std::allocator<xyLoc> > >, __gnu_cxx::__normal_iterator<xyLoc const*, std::vector<xyLoc, std::allocator<xyLoc> > >, xyLoc*)
  0.00      0.44     0.00     1441     0.00     0.00  double* std::uninitialized_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*)
  0.00      0.44     0.00     1441     0.00     0.00  int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*)
  0.00      0.44     0.00     1441     0.00     0.00  xyLoc* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<xyLoc const*, std::vector<xyLoc, std::allocator<xyLoc> > >, xyLoc*, xyLoc>(__gnu_cxx::__normal_iterator<xyLoc const*, std::vector<xyLoc, std::allocator<xyLoc> > >, __gnu_cxx::__normal_iterator<xyLoc const*, std::vector<xyLoc, std::allocator<xyLoc> > >, xyLoc*, std::allocator<xyLoc>&)
  0.00      0.44     0.00     1441     0.00     0.00  double* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, double>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, std::allocator<double>&)
  0.00      0.44     0.00     1441     0.00     0.00  int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&)
  0.00      0.44     0.00     1441     0.00     0.00  xyLoc* std::copy<__gnu_cxx::__normal_iterator<xyLoc const*, std::vector<xyLoc, std::allocator<xyLoc> > >, xyLoc*>(__gnu_cxx::__normal_iterator<xyLoc const*, std::vector<xyLoc, std::allocator<xyLoc> > >, __gnu_cxx::__normal_iterator<xyLoc const*, std::vector<xyLoc, std::allocator<xyLoc> > >, xyLoc*)
  0.00      0.44     0.00     1441     0.00     0.00  double* std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*)
  0.00      0.44     0.00     1441     0.00     0.00  int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*)
  0.00      0.44     0.00     1410     0.00     0.00  __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator++()
  0.00      0.44     0.00     1410     0.00     0.00  __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator*() const
  0.00      0.44     0.00      981     0.00     0.00  __gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long)
  0.00      0.44     0.00      981     0.00     0.00  __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*)
  0.00      0.44     0.00      981     0.00     0.00  __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long)
  0.00      0.44     0.00      981     0.00     0.00  __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*)
  0.00      0.44     0.00      981     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long)
  0.00      0.44     0.00      981     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long)
  0.00      0.44     0.00      981     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long)
  0.00      0.44     0.00      981     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long)
  0.00      0.44     0.00      981     0.00     0.00  void std::_Construct<stats, stats>(stats*, stats const&)
  0.00      0.44     0.00      981     0.00     0.00  void std::_Destroy<Experiment>(Experiment*)
  0.00      0.44     0.00      981     0.00     0.00  void std::_Destroy<stats>(stats*)
